Patch Number,"Regional strain value, cardiac phase_1","Regional strain value, cardiac phase_2","Regional strain value, cardiac phase_3","Regional strain value, cardiac phase_4","Regional strain value, cardiac phase_5","Regional strain value, cardiac phase_6","Regional strain value, cardiac phase_7","Regional strain value, cardiac phase_8","Regional strain value, cardiac phase_9","Regional strain value, cardiac phase_10","Regional strain value, cardiac phase_11","Regional strain value, cardiac phase_12","Regional strain value, cardiac phase_13"
1563,0,0.0608007394506749,-0.00368377930300479,-0.153415360022934,-0.252303230142683,-0.321657661053126,-0.376094131334058,-0.336616331227367,-0.176362977725367,-0.186287694043024,-0.1438646391238,-0.0602249808547126,-0.0599893757451814
1564,0,-0.0256997021596533,-0.0160436967481473,-0.0615615770285154,-0.149988979865284,-0.127975033983614,-0.161414547248011,-0.266248671593417,-0.125238373820082,-0.0821152526907059,-0.0459207861428651,-0.0407824259967082,-0.0783836008523636
1565,0,-0.0758944762009538,-0.0529575461652787,-0.0708225152104909,-0.133035517514977,-0.0828238351346479,-0.12905301689517,-0.241044751599128,-0.100201219637982,-0.155517672469075,-0.0992425148143896,-0.0994238420248147,-0.164896067217999
1566,0,-0.0302413560542824,-0.0284138820890323,-0.0500666214355547,-0.137326912189699,-0.112637760942892,-0.134508196946954,-0.274871224858094,-0.149083907817127,-0.0821461780079732,-0.0378308245326465,-0.0451421752639192,-0.0841714407561266
1567,0,-0.000688683582350857,0.00635721314290771,-0.0476396186862467,-0.13470206765404,-0.111048478344617,-0.111165915723842,-0.291940548759437,-0.179453702608234,-0.0225833080519259,-0.0117042658412668,-0.0195783406460613,-0.0331706296130211
1568,0,0.0445314256590612,-0.0200442017325706,-0.190952708425544,-0.238100263026458,-0.376650442957417,-0.416059024330575,-0.339959697843521,-0.199146461892727,-0.163585666686326,-0.109885390496944,-0.0823256179469329,-0.0848058288391734
1569,0,0.0096568427867596,-0.00767274573895627,-0.0221768428345144,-0.123989073057255,-0.104175836396879,-0.124173793310544,-0.291488841447161,-0.191484620705424,-0.0366183624891294,-0.0114193758876684,-0.0287683812363104,-0.0604285361028025
1570,0,0.117409265741282,0.0195403140340675,-0.077384317922936,-0.226372343461609,-0.280110254018324,-0.332396659771281,-0.313229381649072,-0.158389109738435,-0.123636401307004,-0.110643620943833,0.000305975000894465,-0.000266273336193223
1571,0,0.0286637884288072,0.0139622120379506,-0.0133960041471896,-0.111408487684216,-0.0910909903686128,-0.118179940675283,-0.308231717431368,-0.224598894542409,-0.0166045920919166,-0.0115567769122409,-0.035542162463016,-0.0626671297655218
1572,0,0.0883579232997733,0.00252775231146396,-0.118315847822383,-0.209908606059347,-0.329202344219955,-0.364858570088763,-0.317053562993594,-0.181261103965086,-0.105459726611546,-0.0732987615009464,-0.0168267597801661,-0.0209424170637352
1573,0,-0.0048488991129757,-0.0142118389829522,-0.0539179410228965,-0.115277293570658,-0.0835471674846816,-0.0969823958717677,-0.285466963710691,-0.224048068444011,-0.0554177849408943,-0.0507487668231417,-0.0617411261523646,-0.094246157602636
1574,0,0.0637228635825959,-0.0132012063858002,-0.164232462503637,-0.194837419214385,-0.38627520515199,-0.403586738200342,-0.326396803269565,-0.205043368642006,-0.0945644003667657,-0.0453083363644274,-0.0356843894337053,-0.0383909302604165
1575,0,-0.051002398605258,-0.0174273801803133,-0.117532970997893,-0.129207528605385,-0.070374712037009,-0.0596277773443453,-0.263344126313395,-0.250065510932384,-0.0724636110219439,-0.107418144050465,-0.111661676633571,-0.117690116551768
1576,0,0.136963762836844,0.02512170986059,-0.0491521469884995,-0.179540009136787,-0.276749952525147,-0.313302861802502,-0.279621729797986,-0.158927203053159,-0.0461436977603814,-0.041323208528199,0.0362894855964953,0.0347386888173216
1577,0,0.0421072539212166,-0.00417421788899475,-0.0838504049886537,-0.168502978898746,-0.28341479808352,-0.317709451453543,-0.266362249214587,-0.10301162075406,-0.0530198523555113,-0.00347781469616704,-0.0122014130824725,-0.0105009083399669
1578,0,-0.0719437743210043,-0.0314875153564885,-0.14827238899626,-0.133141689112792,-0.0693893179359678,-0.0565569119532677,-0.25636869999853,-0.274749590581833,-0.0987248555404445,-0.15231030532395,-0.144666974844253,-0.14758601559799
1579,0,0.136422222698803,0.0265216225318292,-0.0425802940760691,-0.162659945073201,-0.271218187792205,-0.302858333381737,-0.264244493162434,-0.157902657085329,-0.0220323198493713,-0.0160071618250118,0.0475452354535153,0.0442240147753155
1580,0,-0.0959819244720542,-0.0480353331002696,-0.183747407772731,-0.139137410803092,-0.0720218588258125,-0.0576131717965011,-0.250425441360605,-0.300873411054498,-0.130008933498394,-0.205497177785575,-0.179732073399511,-0.179724434283676
1581,0,0.134553765485494,0.0280370867959079,-0.0378901090770198,-0.146503051277382,-0.265543541724831,-0.292689478338893,-0.249355568208373,-0.156544809995386,-0.000886605730369694,0.00648417392226452,0.057419430419027,0.0533225540811877
1582,0,-0.077200224790567,-0.0397541363349507,-0.164984064055112,-0.0872294357078433,-0.058338523889903,-0.0482546031484059,-0.245447877070141,-0.238311394773109,-0.118563262299446,-0.152118220030831,-0.128968703256578,-0.163532207199649
1583,0,0.131465944794132,0.0297542035112517,-0.0350350641445908,-0.131271385394955,-0.259806878980435,-0.282906239577397,-0.235214423626206,-0.154839513838924,0.0172509428917209,0.0259628469401181,0.0657236907830074,0.0618347797586725
1584,0,-0.0813795371716447,-0.0541505340458543,-0.154075960348724,-0.0637001752939614,-0.0525054613328806,-0.0380216008359396,-0.2213912639337,-0.176097156211424,-0.114742394805388,-0.095788496676468,-0.0943172513639279,-0.141750029319468
1585,0,0.0769850445888733,-0.00525780205577275,-0.109591843226372,-0.143883104735745,-0.338154920914176,-0.342584785476515,-0.272565109952042,-0.20635949326742,-0.0180318827406576,0.0122480295956511,0.0204858419362548,0.0346808137859331
1586,0,-0.072376655221102,-0.0926623483675389,-0.114990903839645,-0.0626146687495251,-0.060145887824555,-0.0525300010202755,-0.202180103099665,-0.132149941600732,-0.120319035267482,-0.0392098531797597,-0.0596196651624007,-0.121392141218263
1587,0,0.0408925203712558,-0.0122092669858206,-0.138827607623003,-0.138395602107046,-0.348017091624655,-0.36820725037293,-0.281732279208422,-0.23941125214157,-0.0537708776266546,-0.00354939399518284,-0.0172965442111908,0.0187314770471019
1588,0,-0.0391955524517902,-0.092438561319107,-0.0656388812417307,-0.0790441491319227,-0.0598590544646078,-0.0669793362062062,-0.142004239182047,-0.133811866741977,-0.0874173678352012,-0.0700714007781689,-0.0644055716012975,-0.10508383168815
1589,0,-0.085387402691162,-0.131710540880237,-0.0988074397944334,-0.123971806895339,-0.0815949452592659,-0.085663254967519,-0.18209292708489,-0.166650940942569,-0.149524721524686,-0.119910111881746,-0.119920795757973,-0.15591810953003
1590,0,-0.0629198103695925,-0.106359731027066,-0.0960729426971749,-0.0878280973771363,-0.0724213601812499,-0.0681442773804821,-0.191138894102812,-0.14212814923278,-0.121608958750896,-0.0577885028976171,-0.0697131934691326,-0.127865197649143
1591,0,0.071360019744819,0.0179040128345469,-0.0874588290504873,-0.109699331833848,-0.283144747247395,-0.31203825809344,-0.240631465918209,-0.195243374669802,-0.0118679340914524,0.0236548457919865,0.0206654219518794,0.0485504939761094
1592,0,0.00297179488100174,-0.069407047139063,-0.0338987366649044,-0.0952406590046476,-0.0799511750311562,-0.0829825399710253,-0.123279601708571,-0.0951272222007229,-0.0362222532942463,-0.0203606063853511,-0.0140614788177996,-0.0496608263467269
1593,0,-0.0267969411136618,-0.0942456861585967,-0.0497517958348169,-0.120904927546072,-0.0834986619574649,-0.0825477689608404,-0.150518572040175,-0.108805562321915,-0.0822770907994735,-0.0641604673472967,-0.0532419274198133,-0.0957439822879936
1594,0,0.082600328381133,0.0208253433251893,-0.0869457366145756,-0.100257305547632,-0.287583376635717,-0.299347139912078,-0.235049454969358,-0.179302344340574,0.0150135154024156,0.0404327367412469,0.040527880951984,0.0615014757851087
1595,0,0.0427948868122081,-0.0461587853673875,-0.0134078697821144,-0.0808420707759218,-0.0853611795979407,-0.0876041077727268,-0.108781685095421,-0.0697100183916184,0.00363225897350428,0.0217442216037118,0.0306914792219639,-0.0100967871640184
1596,0,0.112404128250048,0.0493190000201664,-0.04424672020902,-0.0720001384295983,-0.233848176537775,-0.244813489222209,-0.190099378622766,-0.137661011853574,0.0619909742400495,0.0695408557174106,0.0780563076707264,0.0907316128309688
1597,0,0.0373433918656849,-0.0395821070634071,-0.024380964311093,-0.0776517398861244,-0.0974452581954369,-0.100580892985815,-0.0872373997811209,-0.0866560567946465,0.0185536745905923,0.0217230882114536,0.0302452127211221,0.0131243858699561
1598,0,0.105329343245412,0.0527420686104618,-0.0493269100371302,-0.0643440568760353,-0.228356307923046,-0.237793670925022,-0.183809654926182,-0.134190031155612,0.064779585222998,0.0725028300796546,0.0756309775560611,0.0918309512460898
1599,0,0.048324965458697,-0.0364619750821673,-0.0203281922769923,-0.0998188028742145,-0.115960751031388,-0.116124709349342,-0.0898965244306055,-0.0566661194840297,0.0270646651422861,0.0252372962725715,0.0396714577392687,0.0287472323962774
1600,0,0.0982540819905364,0.056004524916998,-0.0551039859772121,-0.0583083897325728,-0.223304075306952,-0.231483067530502,-0.179227518689711,-0.130813218487994,0.0654813572367026,0.0730014906692453,0.0715635725660289,0.0914529004715017
1601,0,0.0619292624059973,-0.0251924396078158,-0.0295782085354489,-0.093813759859148,-0.143442470501859,-0.13781783167755,-0.0955686904119659,-0.0759106889396552,0.041166859517858,0.0358584270683238,0.0548403781197848,0.0453094269937977
1602,0,0.0913245103903182,0.0589477664147033,-0.0613522191024112,-0.0538949052874579,-0.218743551770584,-0.225888641725274,-0.176368696803829,-0.127631418965088,0.0643448510148659,0.071273426299816,0.0659998733725931,0.0895502450045749
1603,0,0.0484119696154186,-0.0275839467211786,-0.0495935039083867,-0.101253438287072,-0.16931345499523,-0.157946766402659,-0.0992150578653276,-0.105948559673807,0.0315836225276471,0.015794511683048,0.0429319498976974,0.0420279173120763
1604,0,0.0846641407884468,0.0614055256840675,-0.0678433975212176,-0.0510833851394311,-0.214717876037891,-0.221009073733772,-0.175222772453228,-0.124745943293323,0.0616347486202113,0.0675710950558059,0.0591040592510272,0.0860886919343646
1605,0,0.036906218142555,-0.0279648678040839,-0.0646372870302949,-0.114423314730376,-0.18721350507284,-0.174858651410313,-0.102552762426279,-0.105164740470184,0.0278066504217951,0.00681516105376745,0.0357198015291746,0.0497537057173105
1606,0,0.0783705717309526,0.0632104824967719,-0.0743518275353403,-0.0498340193343652,-0.211260395179591,-0.216834458674987,-0.175753644929222,-0.122255433689063,0.057624250393008,0.062154061666251,0.051050224764587,0.0810449433448284
1607,0,0.0206613198115122,-0.0328229726780731,-0.0838289227798513,-0.117040037141128,-0.200074170500232,-0.190917161359958,-0.106776090756325,-0.120156638185069,0.0106989735677192,-0.00567947271921931,0.028191344887762,0.0562942160838711
1608,0,0.0725138088822841,0.064200246279545,-0.0806591463529298,-0.0500900160806411,-0.208393774964927,-0.213345694708214,-0.177899578786056,-0.12025278293767,0.0525872500033191,0.0552810229106513,0.0420147672397491,0.0744053247908834
1609,0,0.00379084409270236,-0.0402865112946166,-0.105961572015973,-0.117842376125345,-0.211419401919295,-0.203851431079569,-0.112789381932744,-0.138774456024707,-0.00983200688911945,-0.015283863626296,0.0183445985178841,0.057108072474972
1610,0,0.067136207236536,0.0642225413062159,-0.0865589043627406,-0.0517802604691011,-0.206129061174491,-0.210513691777463,-0.181572880094118,-0.118822247629253,0.0467907320299026,0.0472032089376155,0.0321702520362581,0.0661651539901684
1611,0,0.000484858529814503,-0.0349768320087442,-0.105211546652839,-0.147191941989568,-0.214730936318062,-0.211148545936905,-0.109368603179015,-0.0801819117350724,-0.00380005321579791,-0.00795958795224971,0.00523082165303457,0.0618440127776603
1612,0,0.0622539088987126,0.0631395395785537,-0.0918609282213519,-0.0548218349528244,-0.204464700873017,-0.208298548675765,-0.186659280461888,-0.118036902583677,0.040487839030924,0.0381596710163121,0.0216811899974314,0.0563289720941189
1613,0,-0.0113214743090498,-0.0362997687509219,-0.124943107001913,-0.160318689909181,-0.237091495507437,-0.232069017331858,-0.129452534422865,-0.0864012379660711,-0.0178506286404018,-0.0172932284740015,-0.00608588349237238,0.0556480256918968
1614,0,0.0578594997506687,0.0608313712258672,-0.0963954997264834,-0.0591222053037226,-0.203385566208403,-0.206648853686668,-0.193017155611118,-0.117956567326067,0.0339120116096181,0.028374785952676,0.0107019361343512,0.0449117076856449
1615,0,-0.0264795667508089,-0.0431163167923377,-0.147654830505527,-0.154654714762103,-0.253742947562736,-0.247273919338271,-0.153719048900689,-0.135337727782506,-0.0479447591218165,-0.0427682165988937,-0.0151450821621862,0.0446272296838737
1616,0,0.0539255016486198,0.0571988956772258,-0.100017361232712,-0.0645808852397685,-0.202862062667108,-0.205501263635739,-0.200476760587622,-0.118626301373142,0.0272725168237908,0.0180580420219749,-0.000623324909298839,0.0319408098063831
1617,0,-0.0353413940605902,-0.0483568222624573,-0.160034937680854,-0.164806329813403,-0.265666727586405,-0.257418528176044,-0.170426497705775,-0.138333223145144,-0.0608757032962725,-0.0520799463613344,-0.0256645722462064,0.0346361298064368
1618,0,0.0504082727530553,0.052165841728298,-0.102609481639834,-0.0710904249726155,-0.202849445492735,-0.204780510091233,-0.208839734666113,-0.120075520007693,0.0207515570168693,0.00740585896243129,-0.0121587636823628,0.0174593767394466
1619,0,-0.03894894742379,-0.0512282947246425,-0.15957311403674,-0.189200592052582,-0.274549470264548,-0.261460404433727,-0.184346925252394,-0.094808264095868,-0.0436785575685791,-0.050254314822783,-0.0363183125121195,0.0256254880739448
1620,0,0.0472519100824109,0.0456804271665379,-0.104086403945479,-0.0785366254049562,-0.20328750722998,-0.204399970763982,-0.217879220516021,-0.122317733535177,0.0145030090763394,-0.00339511310200036,-0.0237736893395427,0.00153032359795136
1621,0,-0.0442832244747771,-0.0567057876941015,-0.168709075242301,-0.180242679360707,-0.274685302365063,-0.263200791255703,-0.206509601303434,-0.134722568002429,-0.0684462816014502,-0.071740672570057,-0.047275945593913,0.0134259984355745
1622,0,0.0443918241347683,0.037716556206193,-0.104396882269342,-0.0867979592925098,-0.204100829386693,-0.204262927715371,-0.227341052740484,-0.125350867472658,0.00865270271890783,-0.0141640204814211,-0.035338467677365,-0.0157583308496368
1623,0,-0.0412529247460567,-0.0649092501314622,-0.163221917551525,-0.172641515921681,-0.262864627143056,-0.248335750964441,-0.221976596577528,-0.151076039644106,-0.0659103365379223,-0.0963111196061525,-0.0572559665805492,0.0108584819313959
1624,0,0.0417577645738305,0.0282746725795682,-0.103525449833378,-0.0957442795385149,-0.205199803527119,-0.204264608181956,-0.236946585123824,-0.129158083818447,0.00330002266020801,-0.024722110483316,-0.0467201636047787,-0.0342869333453123
1625,0,-0.0523268991204531,-0.075004459687229,-0.171042115681024,-0.19713315696328,-0.27852614889682,-0.259311614405041,-0.229015245590652,-0.14189889138152,-0.0662820393742052,-0.0981376867583855,-0.0659506713275477,-0.0104628604301038
1626,0,0.030928458337232,0.00349887313132302,-0.102588828268356,-0.112192074553386,-0.209149805651938,-0.212326076687438,-0.246576200804091,-0.13405537795362,-0.0182282692223618,-0.0339784023905285,-0.0406398947035216,-0.042999833094186
1627,0,-0.0604314491206689,-0.0819620779955683,-0.174281473747732,-0.217276125759428,-0.291266639582085,-0.267555947329441,-0.235439236352962,-0.135633128086928,-0.063737755045827,-0.0939720401642409,-0.0747111404284472,-0.036562681295857
1628,0,0.0211939181873446,-0.0241251464360013,-0.0996020850713548,-0.126469623160762,-0.208695930516986,-0.222016772493778,-0.246004181978742,-0.13963736446341,-0.0495274314994061,-0.0334212352880892,-0.0227893164775442,-0.0364881640808781
1629,0,-0.050290825527078,-0.089134270999933,-0.158093485455833,-0.198511413536942,-0.267417181347525,-0.250178447260076,-0.261893350317964,-0.149966547078064,-0.068178887892131,-0.121030626221959,-0.0923075733854325,-0.0406582881148116
1630,0,0.0143141841856502,-0.0334093537362353,-0.101128381703632,-0.139500653097271,-0.214889403818534,-0.219265586088323,-0.256689571951204,-0.148212748689406,-0.041775959787054,-0.0500977214433526,-0.0555334101675848,-0.0681298503525477
1631,0,-0.0563611862455455,-0.103502330898207,-0.156039151055922,-0.209945939950538,-0.270350754944979,-0.251423091746649,-0.274364035271342,-0.151568125538506,-0.0689739036129816,-0.130121383632353,-0.104024238992064,-0.0601105859547338
1632,0,0.00950535837161492,-0.0521457286119803,-0.100643133016421,-0.15724712473856,-0.225211233799349,-0.220478742848439,-0.270980007587626,-0.15518004564263,-0.0327117607764096,-0.0704766771997544,-0.0728566254837354,-0.0922121341843144
1633,0,-0.0622636534102098,-0.118815041145706,-0.152510644320737,-0.220792164579275,-0.272798038473018,-0.251992653999777,-0.285825388400806,-0.153672675484258,-0.0682662948808068,-0.137424195691678,-0.114544820300567,-0.0801859790824579
